sentence,class
If Tina lives in Koregaon then Tina lives in India,1
If Tina lives in Koregaon then Tina lives in Asia,1
If Tina lives in Maharashtra then Tina lives in India,1
If Tina lives in Maharashtra then Tina lives in Asia,1
If Tina lives in India then Tina lives in Asia,1
If Tina lives in Koregaon then Tina lives in Maharashtra and If Tina lives in Koregaon then Tina lives in India,2
If Tina lives in Koregaon then Tina lives in Maharashtra or If Tina lives in Koregaon then Tina lives in India,3
If Tina lives in Koregaon then Tina lives in India and If Tina lives in Maharashtra then Tina lives in India,4
If Tina lives in Koregaon then Tina lives in Asia and If Tina lives in Maharashtra then Tina lives in Asia,4
If Tina lives in Koregaon then Tina lives in India or If Tina lives in Maharashtra then Tina lives in India,5
If Tina lives in Koregaon then Tina lives in Asia or If Tina lives in Maharashtra then Tina lives in Asia,5
If Zane lives in Koynanagar then Zane lives in Maharashtra,1
If Zane lives in Koynanagar then Zane lives in India,1
If Zane lives in Koynanagar then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Koynanagar then Zane lives in Maharashtra and If Zane lives in Koynanagar then Zane lives in India,2
If Zane lives in Koynanagar then Zane lives in Maharashtra or If Zane lives in Koynanagar then Zane lives in India,3
If Zane lives in Koynanagar then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Koynanagar then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Koynanagar then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Koynanagar then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Tina lives in Kudal then Tina lives in Maharashtra,1
If Tina lives in Kudal then Tina lives in India,1
If Tina lives in Kudal then Tina lives in Asia,1
If Tina lives in Maharashtra then Tina lives in India,1
If Tina lives in Maharashtra then Tina lives in Asia,1
If Tina lives in India then Tina lives in Asia,1
If Tina lives in Kudal then Tina lives in Maharashtra and If Tina lives in Kudal then Tina lives in India,2
If Tina lives in Kudal then Tina lives in Maharashtra or If Tina lives in Kudal then Tina lives in India,3
If Tina lives in Kudal then Tina lives in India and If Tina lives in Maharashtra then Tina lives in India,4
If Tina lives in Kudal then Tina lives in Asia and If Tina lives in Maharashtra then Tina lives in Asia,4
If Tina lives in Kudal then Tina lives in India or If Tina lives in Maharashtra then Tina lives in India,5
If Tina lives in Kudal then Tina lives in Asia or If Tina lives in Maharashtra then Tina lives in Asia,5
If Charlie lives in Kuhi then Charlie lives in Maharashtra,1
If Charlie lives in Kuhi then Charlie lives in India,1
If Charlie lives in Kuhi then Charlie lives in Asia,1
If Charlie lives in Maharashtra then Charlie lives in India,1
If Charlie lives in Maharashtra then Charlie lives in Asia,1
If Charlie lives in India then Charlie lives in Asia,1
If Charlie lives in Kuhi then Charlie lives in Maharashtra and If Charlie lives in Kuhi then Charlie lives in India,2
If Charlie lives in Kuhi then Charlie lives in Maharashtra or If Charlie lives in Kuhi then Charlie lives in India,3
If Charlie lives in Kuhi then Charlie lives in India and If Charlie lives in Maharashtra then Charlie lives in India,4
If Charlie lives in Kuhi then Charlie lives in Asia and If Charlie lives in Maharashtra then Charlie lives in Asia,4
If Charlie lives in Kuhi then Charlie lives in India or If Charlie lives in Maharashtra then Charlie lives in India,5
If Charlie lives in Kuhi then Charlie lives in Asia or If Charlie lives in Maharashtra then Charlie lives in Asia,5
If Nina lives in Kurandvad then Nina lives in Maharashtra,1
If Nina lives in Kurandvad then Nina lives in India,1
If Nina lives in Kurandvad then Nina lives in Asia,1
If Nina lives in Maharashtra then Nina lives in India,1
If Nina lives in Maharashtra then Nina lives in Asia,1
If Nina lives in India then Nina lives in Asia,1
If Nina lives in Kurandvad then Nina lives in Maharashtra and If Nina lives in Kurandvad then Nina lives in India,2
If Nina lives in Kurandvad then Nina lives in Maharashtra or If Nina lives in Kurandvad then Nina lives in India,3
If Nina lives in Kurandvad then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Kurandvad then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Kurandvad then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Kurandvad then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If Zane lives in Kurankhed then Zane lives in Maharashtra,1
If Zane lives in Kurankhed then Zane lives in India,1
If Zane lives in Kurankhed then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Kurankhed then Zane lives in Maharashtra and If Zane lives in Kurankhed then Zane lives in India,2
If Zane lives in Kurankhed then Zane lives in Maharashtra or If Zane lives in Kurankhed then Zane lives in India,3
If Zane lives in Kurankhed then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Kurankhed then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Kurankhed then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Kurankhed then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Ian lives in Kurduvadi then Ian lives in Maharashtra,1
If Ian lives in Kurduvadi then Ian lives in India,1
If Ian lives in Kurduvadi then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Kurduvadi then Ian lives in Maharashtra and If Ian lives in Kurduvadi then Ian lives in India,2
If Ian lives in Kurduvadi then Ian lives in Maharashtra or If Ian lives in Kurduvadi then Ian lives in India,3
If Ian lives in Kurduvadi then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Kurduvadi then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Kurduvadi then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Kurduvadi then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Julia lives in Kusumba then Julia lives in Maharashtra,1
If Julia lives in Kusumba then Julia lives in India,1
If Julia lives in Kusumba then Julia lives in Asia,1
If Julia lives in Maharashtra then Julia lives in India,1
If Julia lives in Maharashtra then Julia lives in Asia,1
If Julia lives in India then Julia lives in Asia,1
If Julia lives in Kusumba then Julia lives in Maharashtra and If Julia lives in Kusumba then Julia lives in India,2
If Julia lives in Kusumba then Julia lives in Maharashtra or If Julia lives in Kusumba then Julia lives in India,3
If Julia lives in Kusumba then Julia lives in India and If Julia lives in Maharashtra then Julia lives in India,4
If Julia lives in Kusumba then Julia lives in Asia and If Julia lives in Maharashtra then Julia lives in Asia,4
If Julia lives in Kusumba then Julia lives in India or If Julia lives in Maharashtra then Julia lives in India,5
If Julia lives in Kusumba then Julia lives in Asia or If Julia lives in Maharashtra then Julia lives in Asia,5
If Vera lives in Lakhandur then Vera lives in Maharashtra,1
If Vera lives in Lakhandur then Vera lives in India,1
If Vera lives in Lakhandur then Vera lives in Asia,1
If Vera lives in Maharashtra then Vera lives in India,1
If Vera lives in Maharashtra then Vera lives in Asia,1
If Vera lives in India then Vera lives in Asia,1
If Vera lives in Lakhandur then Vera lives in Maharashtra and If Vera lives in Lakhandur then Vera lives in India,2
If Vera lives in Lakhandur then Vera lives in Maharashtra or If Vera lives in Lakhandur then Vera lives in India,3
If Vera lives in Lakhandur then Vera lives in India and If Vera lives in Maharashtra then Vera lives in India,4
If Vera lives in Lakhandur then Vera lives in Asia and If Vera lives in Maharashtra then Vera lives in Asia,4
If Vera lives in Lakhandur then Vera lives in India or If Vera lives in Maharashtra then Vera lives in India,5
If Vera lives in Lakhandur then Vera lives in Asia or If Vera lives in Maharashtra then Vera lives in Asia,5
If Mason lives in Lanja then Mason lives in Maharashtra,1
If Mason lives in Lanja then Mason lives in India,1
If Mason lives in Lanja then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Lanja then Mason lives in Maharashtra and If Mason lives in Lanja then Mason lives in India,2
If Mason lives in Lanja then Mason lives in Maharashtra or If Mason lives in Lanja then Mason lives in India,3
If Mason lives in Lanja then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Lanja then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Lanja then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Lanja then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Yara lives in Lasalgaon then Yara lives in Maharashtra,1
If Yara lives in Lasalgaon then Yara lives in India,1
If Yara lives in Lasalgaon then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Lasalgaon then Yara lives in Maharashtra and If Yara lives in Lasalgaon then Yara lives in India,2
If Yara lives in Lasalgaon then Yara lives in Maharashtra or If Yara lives in Lasalgaon then Yara lives in India,3
If Yara lives in Lasalgaon then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Lasalgaon then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Lasalgaon then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Lasalgaon then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Zane lives in Latur then Zane lives in Maharashtra,1
If Zane lives in Latur then Zane lives in India,1
If Zane lives in Latur then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Latur then Zane lives in Maharashtra and If Zane lives in Latur then Zane lives in India,2
If Zane lives in Latur then Zane lives in Maharashtra or If Zane lives in Latur then Zane lives in India,3
If Zane lives in Latur then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Latur then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Latur then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Latur then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Kevin lives in Lavasa then Kevin lives in Maharashtra,1
If Kevin lives in Lavasa then Kevin lives in India,1
If Kevin lives in Lavasa then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Lavasa then Kevin lives in Maharashtra and If Kevin lives in Lavasa then Kevin lives in India,2
If Kevin lives in Lavasa then Kevin lives in Maharashtra or If Kevin lives in Lavasa then Kevin lives in India,3
If Kevin lives in Lavasa then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Lavasa then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Lavasa then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Lavasa then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Ian lives in Lohogaon then Ian lives in Maharashtra,1
If Ian lives in Lohogaon then Ian lives in India,1
If Ian lives in Lohogaon then Ian lives in Asia,1
If Ian lives in Maharashtra then Ian lives in India,1
If Ian lives in Maharashtra then Ian lives in Asia,1
If Ian lives in India then Ian lives in Asia,1
If Ian lives in Lohogaon then Ian lives in Maharashtra and If Ian lives in Lohogaon then Ian lives in India,2
If Ian lives in Lohogaon then Ian lives in Maharashtra or If Ian lives in Lohogaon then Ian lives in India,3
If Ian lives in Lohogaon then Ian lives in India and If Ian lives in Maharashtra then Ian lives in India,4
If Ian lives in Lohogaon then Ian lives in Asia and If Ian lives in Maharashtra then Ian lives in Asia,4
If Ian lives in Lohogaon then Ian lives in India or If Ian lives in Maharashtra then Ian lives in India,5
If Ian lives in Lohogaon then Ian lives in Asia or If Ian lives in Maharashtra then Ian lives in Asia,5
If Julia lives in Lonar then Julia lives in Maharashtra,1
If Julia lives in Lonar then Julia lives in India,1
If Julia lives in Lonar then Julia lives in Asia,1
If Julia lives in Maharashtra then Julia lives in India,1
If Julia lives in Maharashtra then Julia lives in Asia,1
If Julia lives in India then Julia lives in Asia,1
If Julia lives in Lonar then Julia lives in Maharashtra and If Julia lives in Lonar then Julia lives in India,2
If Julia lives in Lonar then Julia lives in Maharashtra or If Julia lives in Lonar then Julia lives in India,3
If Julia lives in Lonar then Julia lives in India and If Julia lives in Maharashtra then Julia lives in India,4
If Julia lives in Lonar then Julia lives in Asia and If Julia lives in Maharashtra then Julia lives in Asia,4
If Julia lives in Lonar then Julia lives in India or If Julia lives in Maharashtra then Julia lives in India,5
If Julia lives in Lonar then Julia lives in Asia or If Julia lives in Maharashtra then Julia lives in Asia,5
If Fiona lives in Lonavla then Fiona lives in Maharashtra,1
If Fiona lives in Lonavla then Fiona lives in India,1
If Fiona lives in Lonavla then Fiona lives in Asia,1
If Fiona lives in Maharashtra then Fiona lives in India,1
If Fiona lives in Maharashtra then Fiona lives in Asia,1
If Fiona lives in India then Fiona lives in Asia,1
If Fiona lives in Lonavla then Fiona lives in Maharashtra and If Fiona lives in Lonavla then Fiona lives in India,2
If Fiona lives in Lonavla then Fiona lives in Maharashtra or If Fiona lives in Lonavla then Fiona lives in India,3
If Fiona lives in Lonavla then Fiona lives in India and If Fiona lives in Maharashtra then Fiona lives in India,4
If Fiona lives in Lonavla then Fiona lives in Asia and If Fiona lives in Maharashtra then Fiona lives in Asia,4
If Fiona lives in Lonavla then Fiona lives in India or If Fiona lives in Maharashtra then Fiona lives in India,5
If Fiona lives in Lonavla then Fiona lives in Asia or If Fiona lives in Maharashtra then Fiona lives in Asia,5
If Yara lives in Mahabaleshwar then Yara lives in Maharashtra,1
If Yara lives in Mahabaleshwar then Yara lives in India,1
If Yara lives in Mahabaleshwar then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Mahabaleshwar then Yara lives in Maharashtra and If Yara lives in Mahabaleshwar then Yara lives in India,2
If Yara lives in Mahabaleshwar then Yara lives in Maharashtra or If Yara lives in Mahabaleshwar then Yara lives in India,3
If Yara lives in Mahabaleshwar then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Mahabaleshwar then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Mahabaleshwar then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Mahabaleshwar then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Paula lives in Mahad then Paula lives in Maharashtra,1
If Paula lives in Mahad then Paula lives in India,1
If Paula lives in Mahad then Paula lives in Asia,1
If Paula lives in Maharashtra then Paula lives in India,1
If Paula lives in Maharashtra then Paula lives in Asia,1
If Paula lives in India then Paula lives in Asia,1
If Paula lives in Mahad then Paula lives in Maharashtra and If Paula lives in Mahad then Paula lives in India,2
If Paula lives in Mahad then Paula lives in Maharashtra or If Paula lives in Mahad then Paula lives in India,3
If Paula lives in Mahad then Paula lives in India and If Paula lives in Maharashtra then Paula lives in India,4
If Paula lives in Mahad then Paula lives in Asia and If Paula lives in Maharashtra then Paula lives in Asia,4
If Paula lives in Mahad then Paula lives in India or If Paula lives in Maharashtra then Paula lives in India,5
If Paula lives in Mahad then Paula lives in Asia or If Paula lives in Maharashtra then Paula lives in Asia,5
If Fiona lives in Mahape then Fiona lives in Maharashtra,1
If Fiona lives in Mahape then Fiona lives in India,1
If Fiona lives in Mahape then Fiona lives in Asia,1
If Fiona lives in Maharashtra then Fiona lives in India,1
If Fiona lives in Maharashtra then Fiona lives in Asia,1
If Fiona lives in India then Fiona lives in Asia,1
If Fiona lives in Mahape then Fiona lives in Maharashtra and If Fiona lives in Mahape then Fiona lives in India,2
If Fiona lives in Mahape then Fiona lives in Maharashtra or If Fiona lives in Mahape then Fiona lives in India,3
If Fiona lives in Mahape then Fiona lives in India and If Fiona lives in Maharashtra then Fiona lives in India,4
If Fiona lives in Mahape then Fiona lives in Asia and If Fiona lives in Maharashtra then Fiona lives in Asia,4
If Fiona lives in Mahape then Fiona lives in India or If Fiona lives in Maharashtra then Fiona lives in India,5
If Fiona lives in Mahape then Fiona lives in Asia or If Fiona lives in Maharashtra then Fiona lives in Asia,5
If Alice lives in Mahim then Alice lives in Maharashtra,1
If Alice lives in Mahim then Alice lives in India,1
If Alice lives in Mahim then Alice lives in Asia,1
If Alice lives in Maharashtra then Alice lives in India,1
If Alice lives in Maharashtra then Alice lives in Asia,1
If Alice lives in India then Alice lives in Asia,1
If Alice lives in Mahim then Alice lives in Maharashtra and If Alice lives in Mahim then Alice lives in India,2
If Alice lives in Mahim then Alice lives in Maharashtra or If Alice lives in Mahim then Alice lives in India,3
If Alice lives in Mahim then Alice lives in India and If Alice lives in Maharashtra then Alice lives in India,4
If Alice lives in Mahim then Alice lives in Asia and If Alice lives in Maharashtra then Alice lives in Asia,4
If Alice lives in Mahim then Alice lives in India or If Alice lives in Maharashtra then Alice lives in India,5
If Alice lives in Mahim then Alice lives in Asia or If Alice lives in Maharashtra then Alice lives in Asia,5
If George lives in Maindargi then George lives in Maharashtra,1
If George lives in Maindargi then George lives in India,1
If George lives in Maindargi then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Maindargi then George lives in Maharashtra and If George lives in Maindargi then George lives in India,2
If George lives in Maindargi then George lives in Maharashtra or If George lives in Maindargi then George lives in India,3
If George lives in Maindargi then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Maindargi then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
If George lives in Maindargi then George lives in India or If George lives in Maharashtra then George lives in India,5
If George lives in Maindargi then George lives in Asia or If George lives in Maharashtra then George lives in Asia,5
If Diana lives in Majalgaon then Diana lives in Maharashtra,1
If Diana lives in Majalgaon then Diana lives in India,1
If Diana lives in Majalgaon then Diana lives in Asia,1
If Diana lives in Maharashtra then Diana lives in India,1
If Diana lives in Maharashtra then Diana lives in Asia,1
If Diana lives in India then Diana lives in Asia,1
If Diana lives in Majalgaon then Diana lives in Maharashtra and If Diana lives in Majalgaon then Diana lives in India,2
If Diana lives in Majalgaon then Diana lives in Maharashtra or If Diana lives in Majalgaon then Diana lives in India,3
If Diana lives in Majalgaon then Diana lives in India and If Diana lives in Maharashtra then Diana lives in India,4
If Diana lives in Majalgaon then Diana lives in Asia and If Diana lives in Maharashtra then Diana lives in Asia,4
If Diana lives in Majalgaon then Diana lives in India or If Diana lives in Maharashtra then Diana lives in India,5
If Diana lives in Majalgaon then Diana lives in Asia or If Diana lives in Maharashtra then Diana lives in Asia,5
If Rachel lives in Makhjan then Rachel lives in Maharashtra,1
If Rachel lives in Makhjan then Rachel lives in India,1
If Rachel lives in Makhjan then Rachel lives in Asia,1
If Rachel lives in Maharashtra then Rachel lives in India,1
If Rachel lives in Maharashtra then Rachel lives in Asia,1
If Rachel lives in India then Rachel lives in Asia,1
If Rachel lives in Makhjan then Rachel lives in Maharashtra and If Rachel lives in Makhjan then Rachel lives in India,2
If Rachel lives in Makhjan then Rachel lives in Maharashtra or If Rachel lives in Makhjan then Rachel lives in India,3
If Rachel lives in Makhjan then Rachel lives in India and If Rachel lives in Maharashtra then Rachel lives in India,4
If Rachel lives in Makhjan then Rachel lives in Asia and If Rachel lives in Maharashtra then Rachel lives in Asia,4
If Rachel lives in Makhjan then Rachel lives in India or If Rachel lives in Maharashtra then Rachel lives in India,5
If Rachel lives in Makhjan then Rachel lives in Asia or If Rachel lives in Maharashtra then Rachel lives in Asia,5
If Oscar lives in Malabar Hill then Oscar lives in Maharashtra,1
If Oscar lives in Malabar Hill then Oscar lives in India,1
If Oscar lives in Malabar Hill then Oscar lives in Asia,1
If Oscar lives in Maharashtra then Oscar lives in India,1
If Oscar lives in Maharashtra then Oscar lives in Asia,1
If Oscar lives in India then Oscar lives in Asia,1
If Oscar lives in Malabar Hill then Oscar lives in Maharashtra and If Oscar lives in Malabar Hill then Oscar lives in India,2
If Oscar lives in Malabar Hill then Oscar lives in Maharashtra or If Oscar lives in Malabar Hill then Oscar lives in India,3
If Oscar lives in Malabar Hill then Oscar lives in India and If Oscar lives in Maharashtra then Oscar lives in India,4
If Oscar lives in Malabar Hill then Oscar lives in Asia and If Oscar lives in Maharashtra then Oscar lives in Asia,4
If Oscar lives in Malabar Hill then Oscar lives in India or If Oscar lives in Maharashtra then Oscar lives in India,5
If Oscar lives in Malabar Hill then Oscar lives in Asia or If Oscar lives in Maharashtra then Oscar lives in Asia,5
If Tina lives in Malad then Tina lives in Maharashtra,1
If Tina lives in Malad then Tina lives in India,1
If Tina lives in Malad then Tina lives in Asia,1
If Tina lives in Maharashtra then Tina lives in India,1
If Tina lives in Maharashtra then Tina lives in Asia,1
If Tina lives in India then Tina lives in Asia,1
If Tina lives in Malad then Tina lives in Maharashtra and If Tina lives in Malad then Tina lives in India,2
If Tina lives in Malad then Tina lives in Maharashtra or If Tina lives in Malad then Tina lives in India,3
If Tina lives in Malad then Tina lives in India and If Tina lives in Maharashtra then Tina lives in India,4
If Tina lives in Malad then Tina lives in Asia and If Tina lives in Maharashtra then Tina lives in Asia,4
If Tina lives in Malad then Tina lives in India or If Tina lives in Maharashtra then Tina lives in India,5
If Tina lives in Malad then Tina lives in Asia or If Tina lives in Maharashtra then Tina lives in Asia,5
If Fiona lives in Malegaon then Fiona lives in Maharashtra,1
If Fiona lives in Malegaon then Fiona lives in India,1
If Fiona lives in Malegaon then Fiona lives in Asia,1
If Fiona lives in Maharashtra then Fiona lives in India,1
If Fiona lives in Maharashtra then Fiona lives in Asia,1
If Fiona lives in India then Fiona lives in Asia,1
If Fiona lives in Malegaon then Fiona lives in Maharashtra and If Fiona lives in Malegaon then Fiona lives in India,2
If Fiona lives in Malegaon then Fiona lives in Maharashtra or If Fiona lives in Malegaon then Fiona lives in India,3
If Fiona lives in Malegaon then Fiona lives in India and If Fiona lives in Maharashtra then Fiona lives in India,4
If Fiona lives in Malegaon then Fiona lives in Asia and If Fiona lives in Maharashtra then Fiona lives in Asia,4
If Fiona lives in Malegaon then Fiona lives in India or If Fiona lives in Maharashtra then Fiona lives in India,5
If Fiona lives in Malegaon then Fiona lives in Asia or If Fiona lives in Maharashtra then Fiona lives in Asia,5
If Mason lives in Malkapur then Mason lives in Maharashtra,1
If Mason lives in Malkapur then Mason lives in India,1
If Mason lives in Malkapur then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Malkapur then Mason lives in Maharashtra and If Mason lives in Malkapur then Mason lives in India,2
If Mason lives in Malkapur then Mason lives in Maharashtra or If Mason lives in Malkapur then Mason lives in India,3
If Mason lives in Malkapur then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Malkapur then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Malkapur then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Malkapur then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Rachel lives in Malvan then Rachel lives in Maharashtra,1
If Rachel lives in Malvan then Rachel lives in India,1
If Rachel lives in Malvan then Rachel lives in Asia,1
If Rachel lives in Maharashtra then Rachel lives in India,1
If Rachel lives in Maharashtra then Rachel lives in Asia,1
If Rachel lives in India then Rachel lives in Asia,1
If Rachel lives in Malvan then Rachel lives in Maharashtra and If Rachel lives in Malvan then Rachel lives in India,2
If Rachel lives in Malvan then Rachel lives in Maharashtra or If Rachel lives in Malvan then Rachel lives in India,3
If Rachel lives in Malvan then Rachel lives in India and If Rachel lives in Maharashtra then Rachel lives in India,4
If Rachel lives in Malvan then Rachel lives in Asia and If Rachel lives in Maharashtra then Rachel lives in Asia,4
If Rachel lives in Malvan then Rachel lives in India or If Rachel lives in Maharashtra then Rachel lives in India,5
If Rachel lives in Malvan then Rachel lives in Asia or If Rachel lives in Maharashtra then Rachel lives in Asia,5
If Kevin lives in Manchar then Kevin lives in Maharashtra,1
If Kevin lives in Manchar then Kevin lives in India,1
If Kevin lives in Manchar then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Manchar then Kevin lives in Maharashtra and If Kevin lives in Manchar then Kevin lives in India,2
If Kevin lives in Manchar then Kevin lives in Maharashtra or If Kevin lives in Manchar then Kevin lives in India,3
If Kevin lives in Manchar then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Manchar then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Manchar then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Manchar then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Zane lives in Mandangad then Zane lives in Maharashtra,1
If Zane lives in Mandangad then Zane lives in India,1
If Zane lives in Mandangad then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Mandangad then Zane lives in Maharashtra and If Zane lives in Mandangad then Zane lives in India,2
If Zane lives in Mandangad then Zane lives in Maharashtra or If Zane lives in Mandangad then Zane lives in India,3
If Zane lives in Mandangad then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Mandangad then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Mandangad then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Mandangad then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Hannah lives in Mandhal then Hannah lives in Maharashtra,1
If Hannah lives in Mandhal then Hannah lives in India,1
If Hannah lives in Mandhal then Hannah lives in Asia,1
If Hannah lives in Maharashtra then Hannah lives in India,1
If Hannah lives in Maharashtra then Hannah lives in Asia,1
If Hannah lives in India then Hannah lives in Asia,1
If Hannah lives in Mandhal then Hannah lives in Maharashtra and If Hannah lives in Mandhal then Hannah lives in India,2
If Hannah lives in Mandhal then Hannah lives in Maharashtra or If Hannah lives in Mandhal then Hannah lives in India,3
If Hannah lives in Mandhal then Hannah lives in India and If Hannah lives in Maharashtra then Hannah lives in India,4
If Hannah lives in Mandhal then Hannah lives in Asia and If Hannah lives in Maharashtra then Hannah lives in Asia,4
If Hannah lives in Mandhal then Hannah lives in India or If Hannah lives in Maharashtra then Hannah lives in India,5
If Hannah lives in Mandhal then Hannah lives in Asia or If Hannah lives in Maharashtra then Hannah lives in Asia,5
If Zane lives in Mandwa then Zane lives in Maharashtra,1
If Zane lives in Mandwa then Zane lives in India,1
If Zane lives in Mandwa then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Mandwa then Zane lives in Maharashtra and If Zane lives in Mandwa then Zane lives in India,2
If Zane lives in Mandwa then Zane lives in Maharashtra or If Zane lives in Mandwa then Zane lives in India,3
