Sentence
"If Grace lives in Buzushi, then Grace lives in Landsworth."
"If Quincy lives in Mavani, then Quincy lives in Nendora."
"If Ivy lives in Mavani, then Ivy lives in Urbia."
"If Rita lives in Shimo, then Rita lives in Landsworth."
"If Bob lives in Shimo, then Bob lives in Bayshire."
"If Eve lives in Mada, then Eve lives in Harrington."
"If Grace lives in Mada, then Grace lives in Bayshire."
"If Olivia lives in Revake, then Olivia lives in Talsin."
"If Quincy lives in Revake, then Quincy lives in Landsworth."
"If Ivy lives in Shinitada, then Ivy lives in Talsin."
"If Rita lives in Kemamamo, then Rita lives in Landsworth."
"If Grace lives in Kemamamo, then Grace lives in Bayshire."
"If Rita lives in Dala, then Rita lives in Nendora."
"If Leo lives in Dala, then Leo lives in Talsin."
"If Frank lives in Kepomata, then Frank lives in Bayshire."
"If Grace lives in Kepomata, then Grace lives in Landsworth."
"If Leo lives in Dazuda, then Leo lives in Urbia."
"If Tracy lives in Dazuda, then Tracy lives in Nendora."
"If Jack lives in Pososeda, then Jack lives in Talsin."
"If Charlie lives in Pososeda, then Charlie lives in Nendora."
"If Steve lives in Monibu, then Steve lives in Almera."
"If Grace lives in Monibu, then Grace lives in Argon."
"If Rita lives in Bukada, then Rita lives in Mireford."
"If Quincy lives in Resetada, then Quincy lives in Argon."
"If Jack lives in Resetada, then Jack lives in Harrington."
"If Quincy lives in Rebushi, then Quincy lives in Talsin."
"If Quincy lives in Rebushi, then Quincy lives in Mireford."
"If Charlie lives in Tekeva, then Charlie lives in Talsin."
"If Diana lives in Tasebu, then Diana lives in Nendora."
"If Ivy lives in Tasebu, then Ivy lives in Mireford."
"If Bob lives in Kepomama, then Bob lives in Nendora."
"If Rita lives in Kepomama, then Rita lives in Vanguard."
"If Jack lives in Buzubuse, then Jack lives in Vanguard."
"If Mona lives in Buzubuse, then Mona lives in Bayshire."
"If Kara lives in Kerebuni, then Kara lives in Landsworth."
"If Grace lives in Kerebuni, then Grace lives in Mireford."
"If Olivia lives in Shivava, then Olivia lives in Argon."
"If Charlie lives in Shivava, then Charlie lives in Talsin."
"If Hank lives in Damoteshi, then Hank lives in Bayshire."
"If Rita lives in Damoteshi, then Rita lives in Mireford."
"If Ivy lives in Sela, then Ivy lives in Argon."
"If Grace lives in Sela, then Grace lives in Almera."
"If Tracy lives in Tezu, then Tracy lives in Landsworth."
"If Grace lives in Tezu, then Grace lives in Urbia."
"If Ivy lives in Vaporete, then Ivy lives in Almera."
"If Mona lives in Shini, then Mona lives in Vanguard."
"If Olivia lives in Shini, then Olivia lives in Landsworth."
"If Diana lives in Moponida, then Diana lives in Mireford."
"If Frank lives in Moponida, then Frank lives in Talsin."
"If Ivy lives in Bushimo, then Ivy lives in Harrington."
"If Tracy lives in Lazu, then Tracy lives in Urbia."
"If Mona lives in Lazu, then Mona lives in Argon."
"If Frank lives in Sosopola, then Frank lives in Urbia."
"If Bob lives in Sosopola, then Bob lives in Vanguard."
"If Olivia lives in Maresobu, then Olivia lives in Landsworth."
"If Rita lives in Datareta, then Rita lives in Argon."
"If Leo lives in Datareta, then Leo lives in Nendora."
"If Alice lives in Zunite, then Alice lives in Urbia."
"If Bob lives in Telatela, then Bob lives in Mireford."
"If Nate lives in Keshipozu, then Nate lives in Vanguard."
"If Kara lives in Keshipozu, then Kara lives in Urbia."
"If Rita lives in Mama, then Rita lives in Almera."
"If Diana lives in Pozusose, then Diana lives in Bayshire."
"If Bob lives in Pozusose, then Bob lives in Landsworth."
"If Steve lives in Kemava, then Steve lives in Urbia."
"If Jack lives in Kemava, then Jack lives in Argon."
"If Hank lives in Seseshi, then Hank lives in Talsin."
"If Hank lives in Seseshi, then Hank lives in Almera."
"If Rita lives in Ladanipo, then Rita lives in Almera."
"If Steve lives in Ladanipo, then Steve lives in Nendora."
"If Tracy lives in Nipozu, then Tracy lives in Mireford."
"If Tracy lives in Nipozu, then Tracy lives in Almera."
"If Diana lives in Kama, then Diana lives in Argon."
"If Alice lives in Kama, then Alice lives in Almera."
"If Nate lives in Somare, then Nate lives in Harrington."
"If Hank lives in Somare, then Hank lives in Talsin."
"If Alice lives in Shinisoni, then Alice lives in Talsin."
"If Kara lives in Shinisoni, then Kara lives in Landsworth."
"If Leo lives in Butavashi, then Leo lives in Harrington."
"If Ivy lives in Butavashi, then Ivy lives in Vanguard."
"If Alice lives in Zutani, then Alice lives in Almera."
"If Eve lives in Zutani, then Eve lives in Harrington."
"If Grace lives in Somabu, then Grace lives in Almera."
"If Nate lives in Somabu, then Nate lives in Urbia."
"If Quincy lives in Pomoshi, then Quincy lives in Vanguard."
"If Ivy lives in Pomoshi, then Ivy lives in Talsin."
"If Charlie lives in Keshisopo, then Charlie lives in Argon."
"If Nate lives in Keshisopo, then Nate lives in Landsworth."
"If Eve lives in Tazumo, then Eve lives in Landsworth."
"If Bob lives in Tazumo, then Bob lives in Bayshire."
"If Eve lives in Lasokeni, then Eve lives in Argon."
"If Olivia lives in Lasokeni, then Olivia lives in Vanguard."
"If Hank lives in Tasovamo, then Hank lives in Landsworth."
"If Steve lives in Tasovamo, then Steve lives in Bayshire."
"If Mona lives in Tetaso, then Mona lives in Vanguard."
"If Alice lives in Tetaso, then Alice lives in Argon."
"If Alice lives in Sezumoso, then Alice lives in Vanguard."
"If Quincy lives in Sezumoso, then Quincy lives in Nendora."
"If Grace lives in Tabu, then Grace lives in Landsworth."
"If Grace lives in Tabu, then Grace lives in Mireford."
"If Olivia lives in Modava, then Olivia lives in Harrington."
"If Mona lives in Tatekada, then Mona lives in Argon."
"If Eve lives in Tatekada, then Eve lives in Harrington."
"If Mona lives in Dashila, then Mona lives in Harrington."
"If Diana lives in Dashila, then Diana lives in Almera."
"If Charlie lives in Bushiso, then Charlie lives in Urbia."
"If Jack lives in Sotamama, then Jack lives in Harrington."
"If Grace lives in Tenipote, then Grace lives in Nendora."
"If Grace lives in Kareshi, then Grace lives in Argon."
"If Nate lives in Shisedama, then Nate lives in Almera."
"If Jack lives in Shisedama, then Jack lives in Talsin."
"If Paul lives in Momoshi, then Paul lives in Nendora."
"If Leo lives in Momoshi, then Leo lives in Harrington."
"If Quincy lives in Mavama, then Quincy lives in Harrington."
"If Alice lives in Mavama, then Alice lives in Mireford."
"If Diana lives in Shisoka, then Diana lives in Vanguard."
"If Kara lives in Shisoka, then Kara lives in Landsworth."
"If Rita lives in Buvake, then Rita lives in Vanguard."
"If Paul lives in Buvake, then Paul lives in Mireford."
"If Jack lives in Kamamo, then Jack lives in Talsin."
"If Steve lives in Kamamo, then Steve lives in Bayshire."
"If Hank lives in Zulabuse, then Hank lives in Talsin."
"If Alice lives in Nizureke, then Alice lives in Vanguard."
"If Eve lives in Nizureke, then Eve lives in Nendora."
"If Ivy lives in Vamani, then Ivy lives in Urbia."
"If Bob lives in Vamani, then Bob lives in Talsin."
"If Quincy lives in Kezutapo, then Quincy lives in Mireford."
"If Kara lives in Kezutapo, then Kara lives in Talsin."
"If Paul lives in Shishibuzu, then Paul lives in Vanguard."
"If Quincy lives in Shishibuzu, then Quincy lives in Urbia."
"If Steve lives in Shivama, then Steve lives in Talsin."
"If Grace lives in Shivama, then Grace lives in Harrington."
"If Tracy lives in Labula, then Tracy lives in Harrington."
"If Ivy lives in Labula, then Ivy lives in Vanguard."
"If Alice lives in Katamama, then Alice lives in Mireford."
"If Mona lives in Katamama, then Mona lives in Vanguard."
"If Charlie lives in Mosese, then Charlie lives in Argon."
"If Kara lives in Mosese, then Kara lives in Mireford."
"If Alice lives in Semo, then Alice lives in Talsin."
"If Grace lives in Mokezu, then Grace lives in Vanguard."
"If Bob lives in Seshi, then Bob lives in Talsin."
"If Tracy lives in Keta, then Tracy lives in Argon."
"If Diana lives in Keta, then Diana lives in Almera."
"If Leo lives in Kela, then Leo lives in Landsworth."
"If Tracy lives in Kela, then Tracy lives in Almera."
"If Mona lives in Reposhi, then Mona lives in Talsin."
"If Bob lives in Tasevani, then Bob lives in Nendora."
"If Steve lives in Tasevani, then Steve lives in Almera."
"If Tracy lives in Zumama, then Tracy lives in Landsworth."
"If Hank lives in Mata, then Hank lives in Landsworth."
"If Rita lives in Mata, then Rita lives in Harrington."
"If Alice lives in Shiva, then Alice lives in Harrington."
"If Jack lives in Shiva, then Jack lives in Urbia."
"If Charlie lives in Sore, then Charlie lives in Nendora."
"If Rita lives in Tevakate, then Rita lives in Mireford."
"If Quincy lives in Tevakate, then Quincy lives in Urbia."
"If Olivia lives in Zuzuzu, then Olivia lives in Almera."
"If Alice lives in Zuzuzu, then Alice lives in Vanguard."
"If Eve lives in Nikete, then Eve lives in Harrington."
"If Tracy lives in Terela, then Tracy lives in Almera."
"If Bob lives in Terela, then Bob lives in Argon."
"If Nate lives in Zutase, then Nate lives in Argon."
"If Quincy lives in Zutase, then Quincy lives in Nendora."
"If Eve lives in Shiso, then Eve lives in Vanguard."
"If Jack lives in Keva, then Jack lives in Talsin."
"If Frank lives in Keva, then Frank lives in Bayshire."
"If Grace lives in Nika, then Grace lives in Harrington."
"If Jack lives in Nika, then Jack lives in Vanguard."
"If Alice lives in Poseseda, then Alice lives in Argon."
"If Jack lives in Lateseke, then Jack lives in Urbia."
"If Olivia lives in Lateseke, then Olivia lives in Bayshire."
"If Nate lives in Kasetepo, then Nate lives in Vanguard."
"If Jack lives in Kasetepo, then Jack lives in Argon."
"If Hank lives in Momotebu, then Hank lives in Landsworth."
"If Mona lives in Sebubula, then Mona lives in Talsin."
"If Jack lives in Shishi, then Jack lives in Urbia."
"If Olivia lives in Shishi, then Olivia lives in Vanguard."
"If Alice lives in Lase, then Alice lives in Talsin."
"If Steve lives in Tavamaso, then Steve lives in Landsworth."
"If Kara lives in Tavamaso, then Kara lives in Vanguard."
"If Tracy lives in Kalasoka, then Tracy lives in Landsworth."
"If Diana lives in Kalasoka, then Diana lives in Talsin."
"If Leo lives in Tapomani, then Leo lives in Vanguard."
"If Nate lives in Repozuso, then Nate lives in Vanguard."
"If Steve lives in Repozuso, then Steve lives in Bayshire."
"If Frank lives in Bumakema, then Frank lives in Nendora."
"If Kara lives in Bumakema, then Kara lives in Vanguard."
"If Kara lives in Rezudata, then Kara lives in Argon."
"If Leo lives in Rezudata, then Leo lives in Vanguard."
"If Tracy lives in Sovani, then Tracy lives in Mireford."
"If Paul lives in Sovani, then Paul lives in Nendora."
"If Charlie lives in Sekemare, then Charlie lives in Nendora."
"If Paul lives in Sekemare, then Paul lives in Talsin."
"If Charlie lives in Zuso, then Charlie lives in Harrington."
"If Frank lives in Zuso, then Frank lives in Talsin."
"If Frank lives in Selanire, then Frank lives in Vanguard."
"If Quincy lives in Selanire, then Quincy lives in Nendora."
"If Jack lives in Bubusoda, then Jack lives in Vanguard."
"If Grace lives in Bubusoda, then Grace lives in Urbia."
"If Leo lives in Matesozu, then Leo lives in Talsin."
"If Kara lives in Matesozu, then Kara lives in Landsworth."
"If Hank lives in Poshizula, then Hank lives in Argon."
"If Mona lives in Busesezu, then Mona lives in Nendora."
"If Mona lives in Busesezu, then Mona lives in Talsin."
"If Ivy lives in Nizu, then Ivy lives in Argon."
"If Rita lives in Nizu, then Rita lives in Mireford."
"If Ivy lives in Kebuka, then Ivy lives in Talsin."
"If Quincy lives in Kebuka, then Quincy lives in Vanguard."
"If Hank lives in Posomoka, then Hank lives in Talsin."
"If Jack lives in Posomoka, then Jack lives in Vanguard."
"If Bob lives in Make, then Bob lives in Vanguard."
"If Steve lives in Make, then Steve lives in Urbia."
"If Alice lives in Lavareka, then Alice lives in Harrington."
"If Olivia lives in Lavareka, then Olivia lives in Urbia."
"If Kara lives in Pola, then Kara lives in Mireford."
"If Grace lives in Pola, then Grace lives in Harrington."
"If Bob lives in Shikerela, then Bob lives in Almera."
"If Quincy lives in Shikerela, then Quincy lives in Mireford."
"If Grace lives in Ketama, then Grace lives in Mireford."
"If Grace lives in Ketama, then Grace lives in Talsin."
"If Eve lives in Poporeni, then Eve lives in Argon."
"If Nate lives in Pozuda, then Nate lives in Argon."
"If Frank lives in Vabu, then Frank lives in Mireford."
"If Grace lives in Vabu, then Grace lives in Argon."
"If Jack lives in Shidamo, then Jack lives in Vanguard."
"If Tracy lives in Shidamo, then Tracy lives in Mireford."
"If Hank lives in Bumo, then Hank lives in Mireford."
"If Jack lives in Mapozula, then Jack lives in Mireford."
"If Mona lives in Mapozula, then Mona lives in Nendora."
"If Frank lives in Ketarebu, then Frank lives in Vanguard."
"If Jack lives in Ketarebu, then Jack lives in Landsworth."
"If Mona lives in Mamose, then Mona lives in Almera."
"If Rita lives in Popo, then Rita lives in Nendora."
"If Quincy lives in Popo, then Quincy lives in Urbia."
"If Alice lives in Redadase, then Alice lives in Talsin."
"If Nate lives in Redadase, then Nate lives in Harrington."
"If Alice lives in Seke, then Alice lives in Mireford."
"If Nate lives in Repo, then Nate lives in Bayshire."
"If Paul lives in Repo, then Paul lives in Vanguard."
"If Paul lives in Zusoke, then Paul lives in Nendora."
"If Kara lives in Zusoke, then Kara lives in Bayshire."
"If Charlie lives in Busoshi, then Charlie lives in Urbia."
"If Kara lives in Dakashini, then Kara lives in Vanguard."
"If Charlie lives in Temose, then Charlie lives in Bayshire."
"If Bob lives in Kenika, then Bob lives in Urbia."
"If Leo lives in Kenika, then Leo lives in Landsworth."
"If Ivy lives in Keseka, then Ivy lives in Argon."
"If Olivia lives in Keseka, then Olivia lives in Talsin."
"If Quincy lives in Mashi, then Quincy lives in Vanguard."
"If Diana lives in Mashi, then Diana lives in Urbia."
"If Paul lives in Dava, then Paul lives in Vanguard."
"If Mona lives in Dava, then Mona lives in Urbia."
"If Leo lives in Poseva, then Leo lives in Mireford."
"If Quincy lives in Poseva, then Quincy lives in Argon."
"If Ivy lives in Vase, then Ivy lives in Argon."
"If Diana lives in Vase, then Diana lives in Talsin."
"If Nate lives in Bulakama, then Nate lives in Nendora."
"If Diana lives in Bulakama, then Diana lives in Almera."
"If Hank lives in Relaka, then Hank lives in Harrington."
"If Steve lives in Relaka, then Steve lives in Urbia."
"If Diana lives in Tenidake, then Diana lives in Almera."
"If Diana lives in Tenidake, then Diana lives in Vanguard."
"If Ivy lives in Butavase, then Ivy lives in Landsworth."
"If Paul lives in Butavase, then Paul lives in Harrington."
"If Bob lives in Dasoshi, then Bob lives in Nendora."
"If Paul lives in Dasoshi, then Paul lives in Harrington."
"If Grace lives in Monini, then Grace lives in Almera."
"If Paul lives in Monini, then Paul lives in Argon."
"If Rita lives in Bute, then Rita lives in Argon."
"If Leo lives in Bute, then Leo lives in Mireford."
"If Bob lives in Dadava, then Bob lives in Nendora."
"If Ivy lives in Dadava, then Ivy lives in Mireford."
"If Steve lives in Buva, then Steve lives in Mireford."
"If Quincy lives in Buva, then Quincy lives in Harrington."
